groupName,device,isDataAvailable,measuredAt
Panchet Domestic,ISKIE070742,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070740,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070431,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070432,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070429,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070868,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070872,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070428,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070871,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070786,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070785,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070776,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070775,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070865,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070430,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070870,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE076984,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070817,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070813,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070777,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070864,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070709,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070712,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070855,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070708,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE076987,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE076985,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070857,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070866,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070783,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070853,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070719,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070690,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE076966,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE076986,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE076983,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070778,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070867,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070780,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070779,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070720,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070722,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070880,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE076997,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070741,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE076996,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070735,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070711,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070734,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070847,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070737,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070710,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE076927,False,2024-09-30T18:31:00Z
