id,inventoryState,lastConnection,groupName
ISKIE077030,installed,1728285203,Panchet Commercial
ISKIE077031,installed,1728698501,Panchet Commercial
ISKIE077251,installed,,Panchet Commercial
ISKIE077249,installed,1728698507,Panchet Commercial
ISKIE077032,installed,1728285203,Panchet Commercial
ISKIE077029,installed,1728687639,Panchet Commercial
ISKIE076891,installed,1728698560,Panchet Commercial
ISKIE077028,installed,1728698564,Panchet Commercial
ISKIE076892,installed,1728704509,Panchet Commercial
ISKIE077063,installed,1728704509,Panchet Commercial
ISKIE076901,installed,1728704509,Panchet Commercial
ISKIE077260,installed,1728704509,Panchet Commercial
ISKIE077262,installed,1728698580,Panchet Commercial
ISKIE076902,installed,1728700729,Panchet Commercial
ISKIE077041,installed,1728700729,Panchet Commercial
ISKIE077261,installed,1728285204,Panchet Commercial
ISKIE077221,installed,1728285205,Panchet Commercial
ISKIE077231,installed,1728285205,Panchet Commercial
ISKIE077234,installed,1728700734,Panchet Commercial
ISKIE077233,installed,1697396020,Panchet Commercial
ISKIE077067,installed,1728700735,Panchet Commercial
ISKIE077229,installed,1728700736,Panchet Commercial
ISKIE077040,installed,1709604065,Panchet Commercial
ISKIE077230,installed,1710881761,Panchet Commercial
ISKIE077258,installed,1728700738,Panchet Commercial
ISKIE077228,installed,1728700739,Panchet Commercial
ISKIE077232,installed,1728700740,Panchet Commercial
ISKIE077065,installed,1728698970,Panchet Commercial
ISKIE077039,installed,1728699025,Panchet Commercial
ISKIE077042,installed,1728699028,Panchet Commercial
ISKIE077237,installed,1728699032,Panchet Commercial
ISKIE077235,installed,1728699035,Panchet Commercial
ISKIE076900,installed,1728699040,Panchet Commercial
ISKIE077225,installed,1728699044,Panchet Commercial
ISKIE077227,installed,1728699064,Panchet Commercial
ISKIE077223,installed,1728699068,Panchet Commercial
ISKIE077226,installed,1728699089,Panchet Commercial
ISKIE077224,installed,1728684693,Panchet Commercial
ISKIE074479,installed,1728285207,Raghunathpur TPS Domestic
ISKIE074481,installed,1728699147,Raghunathpur TPS Domestic
ISKIE074374,installed,1728699151,Raghunathpur TPS Domestic
ISKIE074342,installed,1728699172,Raghunathpur TPS Domestic
ISKIE074321,installed,1728568632,Raghunathpur TPS Domestic
ISKIE074322,installed,1728699179,Raghunathpur TPS Domestic
ISKIE074256,installed,1728699200,Raghunathpur TPS Domestic
ISKIE074158,installed,1728699216,Raghunathpur TPS Domestic
ISKIE074561,installed,1728697745,Raghunathpur TPS Domestic
